2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.674892771503425593e+02,2.555580797413602454e+02,2.759786532073555918e+02,3.102520209046754189e+02,2.869974067526845829e+02,2.687960318064124294e+02,3.075585479944130043e+02,3.039764176369753272e+02,2.700516040553077914e+02,2.558941374465910314e+02,2.518902832393079620e+02,2.358930161083112580e+02,2.591952089749717061e+02,2.788837455688358773e+02,2.853058884300457976e+02,2.609448349323928369e+02,2.757390171465319213e+02,2.549000866712228799e+02,2.455021642930429664e+02,2.531234844903998464e+02,2.361840984020331291e+02,2.607060611486111839e+02,2.752207386370706104e+02,2.729322167824213352e+02,3.069677507759079162e+02,3.049778185931971848e+02,3.029681516484445183e+02,3.302396521165666741e+02,3.332926818593143139e+02,3.332926818593143139e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02,3.205260674026904439e+02
2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.267667878347808710e+02,2.411221181362451205e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.545034702006422549e+02,2.403943211549664341e+02,2.366116565457116110e+02,2.412195756745649078e+02,2.373071544245363782e+02,2.716734583166395396e+02,2.692862772131620090e+02,2.609754159023563602e+02,2.732079425213145782e+02,2.539979892854629782e+02,2.376049968012847842e+02,2.546755885064610823e+02,2.572316700330295021e+02,2.634931592125287807e+02,2.643659908964300485e+02,2.472276957837984526e+02,2.553801179953985354e+02,2.788556300889332533e+02,2.556213811373681608e+02,2.271512045176237677e+02,2.429177578146838812e+02,2.507194463798438733e+02,2.675362630562429445e+02,2.665479551601721369e+02,2.610335554003245875e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02,2.624335317050909566e+02
2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.321171744425957684e+02,2.350566496651182717e+02,2.496468381795650373e+02,2.375261649535534332e+02,2.236350870897659888e+02,2.386074649115111015e+02,2.418166933376524810e+02,2.348936591499011968e+02,2.798766242194354845e+02,3.315782594817374616e+02,3.207813025456215996e+02,2.950808588129140730e+02,2.500645007305082004e+02,2.526042260081917448e+02,2.944764039004768961e+02,3.311568318719538979e+02,3.332926818593143139e+02,3.081658857952020867e+02,2.683336479381903814e+02,2.385697880823210539e+02,2.497030304989655747e+02,2.303679851801435348e+02,2.292885316568117275e+02,2.595873342853766417e+02,2.562481525713813539e+02,2.593867654677236487e+02,2.398579229117403600e+02,2.537693001286098706e+02,2.657639425563771738e+02,2.914041844579613212e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02,3.294553819339777760e+02
2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.328506032371267906e+02,2.547517530324986410e+02,2.523588367539607589e+02,2.565668122868078171e+02,2.548736772148373291e+02,2.326941849175393884e+02,2.312545620980313288e+02,2.514255858441152043e+02,2.563625188759671687e+02,2.838260306878976280e+02,3.056867753352790942e+02,2.822086039031738096e+02,3.082602038211368267e+02,2.743837859014050764e+02,2.912075315879440609e+02,2.895517390853207758e+02,3.042778457568315389e+02,2.559889419859470081e+02,2.489714076314265583e+02,2.701303163983115496e+02,2.854338993440979380e+02,2.722053522941847632e+02,2.566047018334518270e+02,2.630415112116353384e+02,2.440855568337378259e+02,2.294041092981410088e+02,2.267393751087109024e+02,2.581381641743722071e+02,2.606133225925102579e+02,2.986144400462111435e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02,2.730697742879503380e+02
2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.422486695938658272e+02,2.622363071535531844e+02,2.506485411436071047e+02,2.236350870897659888e+02,2.309556035595965113e+02,2.379704121928529332e+02,2.236350870897659888e+02,2.593150770856560143e+02,2.606332194451113082e+02,2.614204113578164765e+02,2.805719471165613186e+02,2.858066790912466786e+02,3.218725745649041983e+02,3.279970112672513665e+02,3.332926818593143139e+02,3.137996602024664980e+02,2.468113003119601387e+02,2.410058244123438840e+02,2.454200384822614751e+02,2.236350870897659888e+02,2.475599431644617141e+02,2.804790721460454392e+02,2.773490334175226053e+02,2.651973262938648190e+02,2.266412908723285966e+02,2.236350870897659888e+02,2.304370354049280536e+02,2.423895287257901714e+02,2.292624674316617188e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02
2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,2.764430647608839422e+02,3.138666111146550293e+02,3.068239532364299862e+02,2.752401970888115557e+02,2.761980926475237652e+02,3.150441092854617864e+02,2.933011778544400840e+02,2.793784179993612042e+02,2.752918932142515587e+02,2.636423568586884016e+02,2.612226788489229534e+02,2.714718266743972208e+02,2.668260446174467688e+02,2.642965240271421976e+02,2.476958964837345718e+02,2.475544924928506987e+02,2.335165831285127922e+02,2.574082429614247758e+02,2.910988808171194364e+02,3.033665042434725478e+02,2.988303833391319131e+02,2.580250425253231583e+02,2.588897957555915923e+02,2.542732904467297033e+02,2.455829919539962134e+02,2.714183921082218376e+02,2.544185576567857368e+02,2.500979965004502787e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02,2.304327802352371179e+02
2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.399549534682421381e+02,2.645616125051142262e+02,2.482787833469524230e+02,2.806319336671211886e+02,2.397170726515247168e+02,2.650294919716175741e+02,2.562779058473734608e+02,2.437703579892666710e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.236350870897659888e+02,2.402637106403709026e+02,2.787921900027224069e+02,2.633470079155194412e+02,2.593140392968697370e+02,2.924552452594791134e+02,2.643361140232771618e+02,2.646425464480203118e+02,2.598017622885238893e+02,2.898140506290861822e+02,2.845349801055869534e+02,2.472734420940852544e+02,2.367046576736926227e+02,2.236350870897659888e+02,2.330495017500576296e+02,2.578575649141184272e+02,2.906653943197981107e+02,2.899833515894305833e+02,3.187170465840414977e+02,3.064089495731896022e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02,2.749368923017622706e+02
2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.757983665528492452e+02,2.856940422253213683e+02,2.700137936587136664e+02,2.751678944903465549e+02,2.755189515720056193e+02,3.069981581541202331e+02,3.147325967091501866e+02,3.332926818593143139e+02,2.996008306418348184e+02,2.833504613667806211e+02,2.764849305767048691e+02,2.559544934211060649e+02,2.353334072332112896e+02,2.236350870897659888e+02,2.401017820266316960e+02,2.797210634449878626e+02,2.741197686499912152e+02,2.664402442142830978e+02,2.295351681247068996e+02,2.480141152636553556e+02,3.087684917868510865e+02,2.778632788289452833e+02,2.827522211295466263e+02,2.989942525568711176e+02,2.991938556946970493e+02,3.295541051272605841e+02,2.957479345418026355e+02,2.970263948652407180e+02,2.992878635878454361e+02,2.757252355230800731e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02,2.493027239372487713e+02
2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.895634104500869626e+02,2.893999266542595024e+02,2.572756011269029841e+02,2.704431180241518291e+02,2.579386887314492469e+02,2.605805239519282850e+02,2.509979030014376349e+02,2.471772438272823820e+02,2.557982444409676930e+02,2.650223622793297409e+02,2.774616582871079231e+02,2.642462683120975839e+02,2.294034998535243233e+02,2.523077669936988343e+02,2.762783362162275580e+02,2.677660389792197293e+02,2.665605627152814918e+02,2.487428484125909733e+02,2.524179472002489035e+02,2.391065282638897429e+02,2.632981210953706750e+02,2.766252656510104657e+02,3.045823785275308637e+02,2.789862347252134782e+02,3.054301635388529803e+02,3.321873743863930031e+02,3.269337117202035756e+02,3.007978460973687334e+02,2.760614603502274917e+02,2.622343243206598800e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02,2.733394831752145819e+02
2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.873575434593225282e+02,2.876504729667809102e+02,2.869720168895757411e+02,2.704109862432536602e+02,2.570752054006817389e+02,2.686203389201232312e+02,2.855627430740790373e+02,2.652176185080473942e+02,2.825273177808093692e+02,2.852297545494864153e+02,3.001720061363066634e+02,2.944897037811623477e+02,2.645310688621166264e+02,2.522724865344147247e+02,2.568597583265282651e+02,2.432901122628591963e+02,3.021456343356001639e+02,2.765737022249270467e+02,2.672763972100372030e+02,2.755737333968993426e+02,2.800904248461653197e+02,2.625167455577048372e+02,2.935659017383233049e+02,2.975936262659021736e+02,3.220998578207208993e+02,3.025989711237194797e+02,2.984485703002321770e+02,2.934972228963578686e+02,2.876118929628090086e+02,2.493105224522311119e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02,2.385192058950440810e+02
